ZONE_NAME,ZONE_FID,DATE,YEAR,MONTH,WATER_YEAR,PPT,ETO,TMIN,TMAX,TMEAN
Field_1,1,1986-09-01,1986,9,1986,20.341279,114.759255,274.427612,295.253265,284.840424
Field_1,1,1986-10-01,1986,10,1987,5.389139,82.312234,270.285797,292.500702,281.393250
Field_1,1,1986-11-01,1986,11,1987,0.000000,49.652035,265.349854,284.922363,275.136108
Field_1,1,1986-12-01,1986,12,1987,1.424484,29.651454,261.694397,280.194183,270.944305
Field_1,1,1987-01-01,1987,1,1987,9.760954,26.668851,259.751617,276.221954,267.986786
Field_1,1,1987-02-01,1987,2,1987,15.558410,38.827272,265.295837,280.776642,273.036255
Field_1,1,1987-03-01,1987,3,1987,33.598027,70.651358,269.508331,283.867462,276.687897
Field_1,1,1987-04-01,1987,4,1987,4.079376,142.446607,272.963654,294.938080,283.950867
Field_1,1,1987-05-01,1987,5,1987,104.446116,144.889875,277.914490,295.155365,286.534943
Field_1,1,1987-06-01,1987,6,1987,18.339287,190.506173,280.650452,302.504456,291.577454
Field_1,1,1987-07-01,1987,7,1987,0.000000,211.988299,280.647919,304.280243,292.464081
Field_1,1,1987-08-01,1987,8,1987,1.494305,203.493260,280.262787,305.439453,292.851105
Field_1,1,1987-09-01,1987,9,1987,0.898977,150.139377,276.563232,302.073425,289.318329
Field_1,1,1987-10-01,1987,10,1988,18.391220,96.140085,271.931549,295.903259,283.917419
Field_1,1,1987-11-01,1987,11,1988,29.734411,35.052125,268.756317,282.528412,275.642365
Field_1,1,1987-12-01,1987,12,1988,22.390704,27.329810,263.445251,276.648956,270.047089
Field_1,1,1988-01-01,1988,1,1988,29.635609,22.748075,260.861877,275.146790,268.004333
Field_1,1,1988-02-01,1988,2,1988,0.000000,42.340934,264.806335,281.327271,273.066803
Field_1,1,1988-03-01,1988,3,1988,5.661210,80.921751,268.118011,284.975189,276.546600
Field_1,1,1988-04-01,1988,4,1988,9.581273,120.031961,272.609711,291.104828,281.857269
Field_1,1,1988-05-01,1988,5,1988,27.476215,153.026892,273.960876,294.780548,284.370728
Field_1,1,1988-06-01,1988,6,1988,9.889194,201.036640,280.364319,303.101624,291.732971
Field_1,1,1988-07-01,1988,7,1988,4.145293,233.273136,282.933014,308.365875,295.649445
Field_1,1,1988-08-01,1988,8,1988,5.049317,196.854799,280.828217,305.904175,293.366180
Field_1,1,1988-09-01,1988,9,1988,3.032034,144.898110,274.868713,300.047760,287.458252
Field_1,1,1988-10-01,1988,10,1989,0.000000,103.729157,272.511078,297.954254,285.232666
Field_1,1,1988-11-01,1988,11,1989,35.261079,36.362303,267.836823,280.991699,274.414246
Field_1,1,1988-12-01,1988,12,1989,19.225517,20.861756,261.446075,275.049500,268.247772
Field_1,1,1989-01-01,1989,1,1989,7.805160,19.139793,256.776642,272.954315,264.865479
Field_1,1,1989-02-01,1989,2,1989,7.571158,31.615882,262.151184,275.904602,269.027893
Field_1,1,1989-03-01,1989,3,1989,43.233788,72.335160,271.389709,284.975952,278.182831
Field_1,1,1989-04-01,1989,4,1989,4.679925,125.862131,273.020508,292.971741,282.996124
Field_1,1,1989-05-01,1989,5,1989,11.386494,156.909189,274.960388,294.588379,284.774384
Field_1,1,1989-06-01,1989,6,1989,8.907715,194.449461,279.228851,301.501465,290.365143
Field_1,1,1989-07-01,1989,7,1989,4.430057,238.915711,282.074982,308.177002,295.126007
Field_1,1,1989-08-01,1989,8,1989,13.912858,187.236259,279.505920,303.324951,291.415436
Field_1,1,1989-09-01,1989,9,1989,29.320936,142.308032,275.814697,300.056549,287.935608
Field_1,1,1989-10-01,1989,10,1990,16.427337,78.980062,270.047607,290.832489,280.440033
Field_1,1,1989-11-01,1989,11,1990,18.073247,44.838541,264.951080,284.693604,274.822327
Field_1,1,1989-12-01,1989,12,1990,7.079381,30.126227,263.040100,280.244965,271.642517
Field_1,1,1990-01-01,1990,1,1990,15.622828,29.826247,263.464294,277.783051,270.623688
Field_1,1,1990-02-01,1990,2,1990,10.501658,30.938083,262.477112,277.324066,269.900604
Field_1,1,1990-03-01,1990,3,1990,17.464934,74.813644,269.455841,285.979248,277.717529
Field_1,1,1990-04-01,1990,4,1990,44.799429,110.623485,273.916107,291.735260,282.825684
Field_1,1,1990-05-01,1990,5,1990,33.617136,144.422147,274.393982,293.199615,283.796783
Field_1,1,1990-06-01,1990,6,1990,22.780575,199.238716,279.101624,301.345123,290.223358
Field_1,1,1990-07-01,1990,7,1990,3.154840,218.537472,282.562958,306.486664,294.524811
Field_1,1,1990-08-01,1990,8,1990,22.677936,182.422104,280.602448,303.874084,292.238281
Field_1,1,1990-09-01,1990,9,1990,3.252076,144.879949,278.282898,302.513611,290.398254
Field_1,1,1990-10-01,1990,10,1991,2.560612,100.311199,269.343262,293.216797,281.280029
Field_1,1,1990-11-01,1990,11,1991,12.559850,46.433536,265.490295,283.820282,274.655304
Field_1,1,1990-12-01,1990,12,1991,19.004526,25.311773,257.191193,272.838409,265.014801
Field_1,1,1991-01-01,1991,1,1991,5.139798,26.246360,260.649841,276.059998,268.354919
Field_1,1,1991-02-01,1991,2,1991,4.770424,47.645070,268.314240,284.976501,276.645386
Field_1,1,1991-03-01,1991,3,1991,19.722145,67.813523,268.650269,282.609589,275.629944
Field_1,1,1991-04-01,1991,4,1991,14.216925,95.283118,270.029968,286.134277,278.082123
Field_1,1,1991-05-01,1991,5,1991,50.368257,122.758568,273.755035,290.017548,281.886292
Field_1,1,1991-06-01,1991,6,1991,10.621439,190.734336,277.623077,299.300507,288.461792
Field_1,1,1991-07-01,1991,7,1991,3.237924,223.108053,282.427490,307.312653,294.870087
Field_1,1,1991-08-01,1991,8,1991,7.827571,193.768265,281.140778,305.388245,293.264526
Field_1,1,1991-09-01,1991,9,1991,17.600219,128.557967,276.908112,299.916138,288.412109
Field_1,1,1991-10-01,1991,10,1992,18.739772,93.164487,269.988312,292.367188,281.177734
Field_1,1,1991-11-01,1991,11,1992,23.140803,34.335270,268.501617,281.761993,275.131805
Field_1,1,1991-12-01,1991,12,1992,8.389489,27.583610,262.686401,279.205200,270.945801
Field_1,1,1992-01-01,1992,1,1992,5.533052,24.413535,261.021973,276.894623,268.958282
Field_1,1,1992-02-01,1992,2,1992,16.004710,41.282354,269.263794,282.703827,275.983795
Field_1,1,1992-03-01,1992,3,1992,17.432834,80.215728,271.068665,287.586884,279.327789
Field_1,1,1992-04-01,1992,4,1992,0.527143,136.297243,273.547974,293.185699,283.366852
Field_1,1,1992-05-01,1992,5,1992,4.063805,187.221834,277.607971,299.736481,288.672241
Field_1,1,1992-06-01,1992,6,1992,20.947064,180.955433,280.103973,300.818237,290.461090
Field_1,1,1992-07-01,1992,7,1992,4.340457,221.873643,281.831329,305.065033,293.448181
Field_1,1,1992-08-01,1992,8,1992,8.979989,201.571463,281.791931,305.379761,293.585846
Field_1,1,1992-09-01,1992,9,1992,9.701527,147.876553,276.248535,300.372925,288.310730
Field_1,1,1992-10-01,1992,10,1993,20.808738,90.924309,271.814728,293.171295,282.493011
Field_1,1,1992-11-01,1992,11,1993,20.449838,33.329293,265.251190,279.679626,272.465393
Field_1,1,1992-12-01,1992,12,1993,40.163174,22.101853,260.090210,273.868652,266.979431
Field_1,1,1993-01-01,1993,1,1993,37.467992,20.405633,258.763519,273.196686,265.980103
Field_1,1,1993-02-01,1993,2,1993,20.950684,26.430229,262.620880,275.095947,268.858398
Field_1,1,1993-03-01,1993,3,1993,20.528012,69.330761,271.062164,284.603973,277.833069
Field_1,1,1993-04-01,1993,4,1993,3.381408,98.726499,272.277313,287.198517,279.737915
Field_1,1,1993-05-01,1993,5,1993,21.725614,170.403107,278.416504,296.674438,287.545471
Field_1,1,1993-06-01,1993,6,1993,37.923585,165.685507,278.304504,297.533600,287.919067
Field_1,1,1993-07-01,1993,7,1993,9.918842,204.657951,278.831055,301.679504,290.255280
Field_1,1,1993-08-01,1993,8,1993,7.758465,183.194807,279.728363,302.513123,291.120758
Field_1,1,1993-09-01,1993,9,1993,6.960079,141.488092,275.621521,299.872375,287.746948
Field_1,1,1993-10-01,1993,10,1994,23.486767,77.110943,271.746063,290.886047,281.316071
Field_1,1,1993-11-01,1993,11,1994,1.117743,43.919119,262.175110,281.001434,271.588257
Field_1,1,1993-12-01,1993,12,1994,3.592747,30.024806,262.830261,277.566315,270.198303
Field_1,1,1994-01-01,1994,1,1994,7.040169,32.615955,264.041260,280.107697,272.074493
Field_1,1,1994-02-01,1994,2,1994,17.921165,38.602408,264.792419,279.369537,272.080994
Field_1,1,1994-03-01,1994,3,1994,4.595666,93.058580,270.034607,288.450439,279.242523
Field_1,1,1994-04-01,1994,4,1994,51.514641,106.688387,273.144531,289.282288,281.213409
Field_1,1,1994-05-01,1994,5,1994,57.557485,153.406507,277.499512,295.416962,286.458252
Field_1,1,1994-06-01,1994,6,1994,0.000000,218.183491,279.375153,303.230469,291.302826
Field_1,1,1994-07-01,1994,7,1994,1.728755,234.293562,282.908051,307.583038,295.245544
Field_1,1,1994-08-01,1994,8,1994,2.831699,209.019847,281.502808,306.846558,294.174683
Field_1,1,1994-09-01,1994,9,1994,11.268201,144.641940,276.940582,301.029022,288.984802
Field_1,1,1994-10-01,1994,10,1995,14.925189,84.886152,270.841888,290.535309,280.688599
Field_1,1,1994-11-01,1994,11,1995,38.525470,30.556130,264.202393,276.768250,270.485321
Field_1,1,1994-12-01,1994,12,1995,14.862588,24.911941,265.267151,277.621582,271.444366
Field_1,1,1995-01-01,1995,1,1995,28.918626,32.682145,269.101501,279.137238,274.119354
Field_1,1,1995-02-01,1995,2,1995,2.476053,51.924734,269.328644,286.147003,277.737823
Field_1,1,1995-03-01,1995,3,1995,50.453214,69.218427,270.104645,283.647491,276.876068
Field_1,1,1995-04-01,1995,4,1995,17.806669,100.298404,271.917145,287.115204,279.516174
Field_1,1,1995-05-01,1995,5,1995,90.070222,120.198209,276.098724,290.847443,283.473083
Field_1,1,1995-06-01,1995,6,1995,35.850498,155.733713,278.291443,296.936981,287.614227
Field_1,1,1995-07-01,1995,7,1995,2.211354,220.262802,280.410797,305.042145,292.726471
Field_1,1,1995-08-01,1995,8,1995,3.330822,208.935575,280.137024,305.758698,292.947845
Field_1,1,1995-09-01,1995,9,1995,13.361908,139.716466,276.275391,300.309784,288.292603
Field_1,1,1995-10-01,1995,10,1996,0.755497,107.201206,269.614380,293.205933,281.410156
Field_1,1,1995-11-01,1995,11,1996,4.378594,62.103305,268.614594,288.189270,278.401917
Field_1,1,1995-12-01,1995,12,1996,51.765698,34.872897,266.523865,279.974731,273.249298
Field_1,1,1996-01-01,1996,1,1996,57.873400,29.944868,266.586853,278.622559,272.604706
Field_1,1,1996-02-01,1996,2,1996,23.943615,39.317697,266.340576,279.727570,273.034058
Field_1,1,1996-03-01,1996,3,1996,17.728111,78.891763,269.888397,285.829773,277.859100
Field_1,1,1996-04-01,1996,4,1996,8.770867,112.826978,272.102264,289.771820,280.937042
Field_1,1,1996-05-01,1996,5,1996,40.863620,149.433445,276.535614,293.846039,285.190826
Field_1,1,1996-06-01,1996,6,1996,3.349561,204.634441,279.719147,302.624573,291.171875
Field_1,1,1996-07-01,1996,7,1996,4.219735,221.735994,283.647034,307.565277,295.606140
Field_1,1,1996-08-01,1996,8,1996,2.658951,203.345126,280.654297,306.138641,293.396454
Field_1,1,1996-09-01,1996,9,1996,6.257038,133.548037,274.700562,298.366669,286.533630
Field_1,1,1996-10-01,1996,10,1997,17.824796,84.419618,270.138336,291.208008,280.673187
Field_1,1,1996-11-01,1996,11,1997,32.023781,40.141721,268.069794,283.591248,275.830536
Field_1,1,1996-12-01,1996,12,1997,72.376257,30.106701,266.842987,278.322021,272.582489
Field_1,1,1997-01-01,1997,1,1997,41.561900,27.419717,264.923950,277.112915,271.018433
Field_1,1,1997-02-01,1997,2,1997,1.311129,36.229852,265.708496,279.139557,272.424042
Field_1,1,1997-03-01,1997,3,1997,5.501240,87.834633,269.733856,287.665436,278.699646
Field_1,1,1997-04-01,1997,4,1997,22.247940,97.694085,271.626648,286.879517,279.253082
Field_1,1,1997-05-01,1997,5,1997,9.925157,164.576595,277.215118,297.843140,287.529144
Field_1,1,1997-06-01,1997,6,1997,55.677183,174.235348,280.406616,298.767822,289.587219
Field_1,1,1997-07-01,1997,7,1997,7.165362,200.913884,281.814606,303.929749,292.872192
Field_1,1,1997-08-01,1997,8,1997,4.084672,200.606278,281.242096,305.706879,293.474487
Field_1,1,1997-09-01,1997,9,1997,14.376581,138.779424,278.281616,300.398926,289.340271
Field_1,1,1997-10-01,1997,10,1998,16.540402,91.012969,270.725677,290.860840,280.793243
Field_1,1,1997-11-01,1997,11,1998,18.342060,41.597108,268.585968,284.307922,276.446930
Field_1,1,1997-12-01,1997,12,1998,4.547690,24.867455,262.574188,276.535095,269.554626
Field_1,1,1998-01-01,1998,1,1998,36.875224,29.855392,267.683380,280.096283,273.889832
Field_1,1,1998-02-01,1998,2,1998,33.706988,30.350983,267.493988,278.735687,273.114838
Field_1,1,1998-03-01,1998,3,1998,29.292843,67.881136,269.490417,284.212128,276.851257
Field_1,1,1998-04-01,1998,4,1998,16.633289,97.333920,271.883362,287.488342,279.685852
Field_1,1,1998-05-01,1998,5,1998,82.921278,121.590115,275.259399,290.809540,283.034454
Field_1,1,1998-06-01,1998,6,1998,36.448044,160.994121,278.809906,297.148468,287.979187
Field_1,1,1998-07-01,1998,7,1998,8.890721,208.604753,283.716034,307.105133,295.410583
Field_1,1,1998-08-01,1998,8,1998,1.877909,205.601524,281.733490,307.092621,294.413055
Field_1,1,1998-09-01,1998,9,1998,38.997753,121.832009,279.684570,299.089996,289.387268
Field_1,1,1998-10-01,1998,10,1999,23.023140,80.395570,270.090088,289.726532,279.908295
Field_1,1,1998-11-01,1998,11,1999,15.632095,40.558641,269.636902,283.033081,276.334991
Field_1,1,1998-12-01,1998,12,1999,10.092155,26.656612,262.381775,277.098389,269.740082
Field_1,1,1999-01-01,1999,1,1999,30.178403,31.606263,265.397369,279.680511,272.538940
Field_1,1,1999-02-01,1999,2,1999,4.608245,41.264769,267.356445,280.987427,274.171936
Field_1,1,1999-03-01,1999,3,1999,6.979315,85.687295,268.546661,285.631195,277.088928
Field_1,1,1999-04-01,1999,4,1999,37.564075,93.857666,270.932526,286.374817,278.653656
Field_1,1,1999-05-01,1999,5,1999,20.660724,141.159968,274.658142,293.046265,283.852203
Field_1,1,1999-06-01,1999,6,1999,44.079773,184.991161,279.134338,300.472046,289.803192
Field_1,1,1999-07-01,1999,7,1999,0.000000,234.568596,281.473297,306.377563,293.925446
Field_1,1,1999-08-01,1999,8,1999,7.098831,193.214953,280.268799,304.451569,292.360199
Field_1,1,1999-09-01,1999,9,1999,0.951281,150.791628,275.576813,301.362976,288.469910
Field_1,1,1999-10-01,1999,10,2000,5.325320,100.101395,269.109680,295.227081,282.168396
Field_1,1,1999-11-01,1999,11,2000,6.238351,65.833386,268.690002,288.826233,278.758118
Field_1,1,1999-12-01,1999,12,2000,0.000000,30.990565,261.580414,278.748596,270.164490
Field_1,1,2000-01-01,2000,1,2000,34.002887,32.815944,266.395691,279.879669,273.137695
Field_1,1,2000-02-01,2000,2,2000,45.590999,42.110615,269.866882,282.336823,276.101868
Field_1,1,2000-03-01,2000,3,2000,23.098188,74.483796,269.047821,284.595612,276.821716
Field_1,1,2000-04-01,2000,4,2000,16.661610,128.407712,273.258057,292.550354,282.904205
Field_1,1,2000-05-01,2000,5,2000,33.352933,163.223392,276.598389,295.390747,285.994568
Field_1,1,2000-06-01,2000,6,2000,1.459648,211.200253,279.854553,303.810425,291.832489
Field_1,1,2000-07-01,2000,7,2000,0.000000,225.464959,280.931763,307.054321,293.993042
Field_1,1,2000-08-01,2000,8,2000,6.674294,200.749681,281.839081,306.021942,293.930511
Field_1,1,2000-09-01,2000,9,2000,13.081181,142.468152,275.595764,299.426392,287.511078
Field_1,1,2000-10-01,2000,10,2001,43.488811,81.121422,270.570679,290.782227,280.676453
Field_1,1,2000-11-01,2000,11,2001,5.849750,30.645801,264.300903,279.215088,271.757996
Field_1,1,2000-12-01,2000,12,2001,11.045826,27.458813,263.884583,279.068604,271.476593
Field_1,1,2001-01-01,2001,1,2001,15.771912,23.681356,259.971100,275.813019,267.892059
Field_1,1,2001-02-01,2001,2,2001,9.684316,32.829428,264.477753,278.328125,271.402924
Field_1,1,2001-03-01,2001,3,2001,20.555016,77.621607,271.003571,286.486023,278.744781
Field_1,1,2001-04-01,2001,4,2001,25.654921,104.329682,271.880981,288.071808,279.976410
Field_1,1,2001-05-01,2001,5,2001,1.441236,182.543185,276.855133,299.004761,287.929962
Field_1,1,2001-06-01,2001,6,2001,1.416385,217.477909,279.465759,302.859283,291.162506
Field_1,1,2001-07-01,2001,7,2001,16.504907,214.460667,282.190216,305.690735,293.940460
Field_1,1,2001-08-01,2001,8,2001,1.366694,206.352929,282.539154,308.058472,295.298798
Field_1,1,2001-09-01,2001,9,2001,7.472913,152.733970,277.531433,302.238068,289.884766
Field_1,1,2001-10-01,2001,10,2002,5.143483,102.541236,271.782898,294.222687,283.002808
Field_1,1,2001-11-01,2001,11,2002,35.674591,47.314109,267.395660,284.831421,276.113556
Field_1,1,2001-12-01,2001,12,2002,30.332426,21.675766,265.238342,276.043427,270.640900
Field_1,1,2002-01-01,2002,1,2002,18.754320,24.257217,263.019287,276.390839,269.705048
Field_1,1,2002-02-01,2002,2,2002,15.714435,37.217136,263.602081,279.038666,271.320374
Field_1,1,2002-03-01,2002,3,2002,14.008973,72.712046,267.234894,283.246429,275.240662
Field_1,1,2002-04-01,2002,4,2002,26.373431,111.915076,272.576630,290.248291,281.412476
Field_1,1,2002-05-01,2002,5,2002,16.749880,161.319890,274.985626,295.473267,285.229462
Field_1,1,2002-06-01,2002,6,2002,11.605864,199.846613,280.307434,302.386993,291.347229
Field_1,1,2002-07-01,2002,7,2002,1.578076,233.111327,283.763672,308.483002,296.123322
Field_1,1,2002-08-01,2002,8,2002,1.738660,201.201427,279.485107,304.409119,291.947113
Field_1,1,2002-09-01,2002,9,2002,17.868389,142.687055,276.582275,299.646332,288.114288
Field_1,1,2002-10-01,2002,10,2003,1.893697,85.085334,267.658386,290.980011,279.319183
Field_1,1,2002-11-01,2002,11,2003,23.233895,49.275585,266.854736,284.642517,275.748627
Field_1,1,2002-12-01,2002,12,2003,10.587009,29.141828,265.893677,279.518585,272.706146
Field_1,1,2003-01-01,2003,1,2003,16.594897,33.995349,268.597412,283.730103,276.163757
Field_1,1,2003-02-01,2003,2,2003,10.791605,40.681870,265.489502,279.611755,272.550629
Field_1,1,2003-03-01,2003,3,2003,15.085590,87.411528,269.859161,286.553192,278.206177
Field_1,1,2003-04-01,2003,4,2003,47.573422,95.402321,272.268219,286.255890,279.262054
Field_1,1,2003-05-01,2003,5,2003,31.295548,158.595079,276.864716,295.686401,286.275574
Field_1,1,2003-06-01,2003,6,2003,0.384937,207.114067,279.661987,302.828094,291.245026
Field_1,1,2003-07-01,2003,7,2003,13.508364,228.320111,284.242340,309.020599,296.631470
Field_1,1,2003-08-01,2003,8,2003,35.151827,190.206477,282.776428,305.293274,294.034851
Field_1,1,2003-09-01,2003,9,2003,9.614350,141.516452,276.972137,300.479401,288.725769
Field_1,1,2003-10-01,2003,10,2004,4.188393,104.229302,272.275116,295.441376,283.858246
Field_1,1,2003-11-01,2003,11,2004,19.545590,38.387432,267.480469,280.486206,273.983337
Field_1,1,2003-12-01,2003,12,2004,46.682933,25.445607,266.414612,277.882751,272.148682
Field_1,1,2004-01-01,2004,1,2004,12.876958,21.341614,260.408173,274.485962,267.447052
Field_1,1,2004-02-01,2004,2,2004,20.185388,29.189424,264.445068,276.363190,270.404144
Field_1,1,2004-03-01,2004,3,2004,2.225643,96.172605,271.193268,289.430115,280.311676
Field_1,1,2004-04-01,2004,4,2004,29.017339,112.615496,273.416229,289.916290,281.666260
Field_1,1,2004-05-01,2004,5,2004,22.287400,156.266116,275.639221,294.775085,285.207153
Field_1,1,2004-06-01,2004,6,2004,6.204430,197.902008,280.448578,301.991028,291.219788
Field_1,1,2004-07-01,2004,7,2004,8.703865,217.556610,283.858215,306.738556,295.298370
Field_1,1,2004-08-01,2004,8,2004,36.127050,181.363679,282.273071,303.032379,292.652710
Field_1,1,2004-09-01,2004,9,2004,26.707800,133.519903,276.761780,298.318237,287.540009
Field_1,1,2004-10-01,2004,10,2005,41.461546,74.619069,272.673462,289.688568,281.181000
Field_1,1,2004-11-01,2004,11,2005,19.907187,35.980401,267.845459,281.553650,274.699554
Field_1,1,2004-12-01,2004,12,2005,25.201944,27.190691,265.674469,279.028473,272.351471
Field_1,1,2005-01-01,2005,1,2005,51.921498,18.328694,262.405426,275.175568,268.790497
Field_1,1,2005-02-01,2005,2,2005,12.590844,28.826385,264.740356,277.548523,271.144440
Field_1,1,2005-03-01,2005,3,2005,30.839111,69.207197,269.707458,283.966522,276.837006
Field_1,1,2005-04-01,2005,4,2005,29.943542,104.838617,273.097809,288.337708,280.717773
Field_1,1,2005-05-01,2005,5,2005,66.987872,139.151348,277.595642,293.936768,285.766205
Field_1,1,2005-06-01,2005,6,2005,17.690261,175.914543,278.473938,298.173889,288.323914
Field_1,1,2005-07-01,2005,7,2005,4.594120,235.822907,283.664001,308.103271,295.883636
Field_1,1,2005-08-01,2005,8,2005,4.183219,199.383465,280.962708,305.082031,293.022369
Field_1,1,2005-09-01,2005,9,2005,11.442457,141.008629,274.684265,298.788635,286.736450
Field_1,1,2005-10-01,2005,10,2006,28.057626,83.883961,271.103882,292.259735,281.681793
Field_1,1,2005-11-01,2005,11,2006,19.102075,51.509937,267.648132,284.872406,276.260254
Field_1,1,2005-12-01,2005,12,2006,51.689707,27.982678,266.475220,278.044006,272.259613
Field_1,1,2006-01-01,2006,1,2006,28.995486,29.138466,266.009155,278.909821,272.459473
Field_1,1,2006-02-01,2006,2,2006,20.605053,43.344920,265.190002,280.907928,273.048981
Field_1,1,2006-03-01,2006,3,2006,36.394256,60.652939,267.721161,281.048492,274.384827
Field_1,1,2006-04-01,2006,4,2006,54.772415,107.653771,273.753510,289.350311,281.551910
Field_1,1,2006-05-01,2006,5,2006,15.320231,167.348571,276.582947,296.405853,286.494385
Field_1,1,2006-06-01,2006,6,2006,7.737378,200.694168,281.058929,303.566833,292.312897
Field_1,1,2006-07-01,2006,7,2006,8.901234,220.685730,285.416077,308.302338,296.859222
Field_1,1,2006-08-01,2006,8,2006,0.896786,207.746171,279.844086,304.711639,292.277863
Field_1,1,2006-09-01,2006,9,2006,5.154340,137.405339,275.435089,299.708954,287.572021
Field_1,1,2006-10-01,2006,10,2007,18.170480,84.883125,269.602356,291.156921,280.379639
Field_1,1,2006-11-01,2006,11,2007,17.416347,43.811756,266.998352,283.328766,275.163574
Field_1,1,2006-12-01,2006,12,2007,13.265677,29.097469,261.996216,277.578217,269.787201
Field_1,1,2007-01-01,2007,1,2007,10.547517,24.916490,257.403168,274.549316,265.976227
Field_1,1,2007-02-01,2007,2,2007,27.739332,38.313755,267.331848,280.770569,274.051208
Field_1,1,2007-03-01,2007,3,2007,10.122355,89.396182,270.740845,289.067596,279.904205
Field_1,1,2007-04-01,2007,4,2007,23.482268,112.856493,272.580475,290.180664,281.380554
Field_1,1,2007-05-01,2007,5,2007,9.555471,174.823809,276.143036,297.216187,286.679596
Field_1,1,2007-06-01,2007,6,2007,11.637671,206.117032,279.925385,303.070892,291.498138
Field_1,1,2007-07-01,2007,7,2007,3.837578,236.911878,285.876343,309.144775,297.510559
